lng,num_ratings,tid,name,rating,features,elevGain,lat,elevMax,kml,length
-122.9506,9,mount-jupiter,"Mount Jupiter",3.0,mvs,3600,47.6866,5701,,14.4
-121.5429,6,mount-adams-highline,"Mount Adams Highline",3.5,lmv,1550,46.3095,7750,,22.2
-117.7144,4,mount-misery,"Mount Misery",2.8,mvsapekd,1000,46.1182,6401,,16.0
-119.6678,4,moses-coulee-preserve,"Moses Coulee Preserve",3.8,rwma,0,47.6533,1750,,4.0
-121.5614,0,moss-lake-loop,"Moss Lake Loop",0.0,lok,0,47.0351,2400,,0.8
-121.8315,4,moraine-park,"Moraine Park-Mystic Lake",3.0,lm,3650,46.9771,6000,,15.6
-124.0131,13,mount-muller,"Mount Muller",3.5,mvp,3200,48.0761,3748,,13.0
-121.3018,8,mount-aix,"Mount Aix",4.6,vspd,3700,46.8126,7400,,14.8
-121.2940,5,monogram-lake,"Monogram Lake",3.8,lmvsp,4675,48.5370,5719,,9.8
-122.8180,13,mount-constitution,"Mount Constitution and Mountain Lake",4.2,lovsk!,1500,48.6569,2410,,6.7
-120.5076,4,mission-ridge,"Mission Ridge",3.0,omva,3200,47.4058,4963,,14.0
-121.6046,1,mount-kent,"Mount Kent",4.0,,,47.4065,,,
-121.5654,1,mount-phelps-5535-attempt,"Mount Phelps ",4.0,,,47.6884,,,
-121.9736,12,mount-peak-pinnacle-peak,"Mount Peak (Pinnacle Peak)",3.1,wvsd,1000,47.1788,1800,,1.8
-121.6788,2,mine-road-trail,"Mine Road Trail",3.0,rfvkd,650,48.2617,,,4.0
-122.8188,0,mount-pickett,"Twin Lakes and Mount Pickett",0.0,,915,48.6550,1749,,7.6
-121.7831,3,mount-pilchuck-snowshoe,"Mount Pilchuck Snowshoe",3.3,vs!,2600,48.0837,4000,,11.0
-121.8107,102,mount-pilchuck,"Mount Pilchuck",4.4,mvsd,2300,48.0621,5327,,5.4
-123.4525,6,mount-angeles,"Mount Angeles",3.5,cmvsp,1254,47.9838,6454,,6.2
-121.6423,21,mount-fremont-lookout,"Fremont Lookout",4.3,lvak,800,46.9146,7200,,5.6
-120.5724,5,miners-ridge,"Miners Ridge (Entiat)",3.8,mvpd,850,47.8002,5750,,4.0
-122.0987,3,mine-shaft-trail,"Mine Shaft Trail",4.0,kd,,47.5297,,,0.6
-120.9177,0,mount-ballard,"Mount Ballard",0.0,,,48.7064,,,
-121.3923,0,mohawk-falls-and-mohawk-mine,"Mohawk Falls and Mohawk Mine",0.0,wokd,200,47.6753,1500,,0.6
-123.0480,12,mima-mounds,"Mima Mounds",2.7,mvk,10,46.9051,225,,2.8
-121.4359,0,monte-cristo-wagon-road,"Monte Cristo Wagon Road",0.0,fakd,,48.0381,,,
-121.4246,13,mirror-lake-1,"Mirror and Cottonwood Lakes",4.2,lfmekd,870,47.3441,4200,http://wta.org/kml/mirror-lake-1.kmz,2.2
-120.9455,6,mount-david,"Mount David",3.7,rwmvs,5800,47.9632,7420,,14.0
-121.4900,57,mount-dickerman,"Mount Dickerman",4.4,ofmvsed,3950,48.0538,5760,,8.2
-121.5741,4,monte-cristo,"Monte Cristo",4.5,rsp,400,45.8919,3000,,5.0
-121.4536,0,mount-price,"Mount Price",0.0,rvsp,4500,47.5171,5000,,13.5
-123.0640,8,mima-falls,"Mima Falls",3.5,rwofed,,46.9019,650,,6.5
-121.8415,5,mirror-lakes,"Mirror Lakes",3.0,lmvap,3900,46.7957,5400,,14.0
-121.4161,16,mount-pugh,"Mount Pugh",3.9,lofmvsap,5300,48.1454,7201,,11.0
-120.5266,9,monument-creek,"Monument Creek",3.3,m,,48.6583,,,
-121.9446,7,mount-beljica,"Mount Beljica",4.0,lmvad,1100,46.7734,5478,,4.0
-122.1949,0,mitchell-peak,"Mitchell Peak",0.0,mvspd,2100,46.0462,4000,,5.0
-121.3581,2,mount-margaret-snowshoe,"Mount Margaret Snowshoe",3.0,vs!,2800,47.3706,5200,,9.0
-122.9379,9,miller-peninsula-thompson-spit,"Miller Peninsula-Thompson Spit",3.0,ckd,360,48.0769,360,,5.0
-121.3615,5,mosquito-meadows,"Mosquito Valley",3.4,lad,600,46.7520,5400,,9.0
-123.2676,21,mount-rose,"Mount Rose",3.7,lvs,3500,47.4956,4301,,6.4
-121.3582,4,mount-margaret,"Mount Margaret",4.2,lovp,1500,47.3623,5100,,6.0
-121.6818,0,mount-ann,"Mount Ann",0.0,vsp,4000,48.8533,,,10.5
-120.8357,0,mount-fernow,"Mount Fernow",0.0,,,48.0823,,,
-123.0985,1,mount-molly,"Capitol State Forest - Mount Molly",3.0,rv,908,46.9460,1950,,3.0
-121.5436,12,mount-adams-south-climb,"Mount Adams South Climb",4.6,rvsed,6700,46.1605,12276,,12.0
-121.4447,8,monte-cristo-143,"Monte Cristo Ghost Town",3.9,rmk,700,48.0270,2800,,8.0
-121.4664,1,mount-crosby,"Mount Crosby",4.0,,,47.7019,,,
-121.7615,5,mount-rainier,"Mount Rainier Summit",3.0,s,,46.8499,,,
-121.5835,24,mount-defiance,"Mount Defiance",4.2,lmvs,3584,47.4247,5584,http://wta.org/kml/mount-defiance.kmz,11.0
-121.4923,8,mount-forgotten,"Mount Forgotten",4.1,rwomvs,4300,48.0573,6005,,13.0
-123.2321,74,mount-ellinor,"Mount Ellinor",4.5,ofmvsapd,3300,47.5066,5944,,6.2
-120.5322,5,mount-lillian,"Mount Lillian",2.4,fmvsed,1100,47.3115,6100,,4.1
-123.8638,6,mink-lake,"Mink Lake",3.0,rlmk,1450,47.9688,3100,,5.2
-121.0297,15,minotaur-lake,"Minotaur Lake",3.5,lm,1905,47.8278,5580,,3.5
-122.9991,6,mount-finlayson,"Mount Finlayson",4.3,!,350,48.4637,290,,3.5
-122.3918,2,moulton-falls,"Moulton Falls",4.0,rwfkd!,90,45.8326,570,,4.0
-122.9113,12,millersylvania-state-park,"Millersylvania State Park",3.9,lofmekd!,105,46.9113,395,,6.0
-121.8506,8,mount-higgins,"Mount Higgins",2.8,lofmvsap,3400,48.3106,4849,,9.0
-121.4482,6,mount-baring,"Mount Baring",4.3,ovsa,3500,47.7884,6129,,7.0
-121.6722,41,mount-washington-1,"Mount Washington",3.9,omvsed,3250,47.4420,4450,,8.5
-121.6863,1,mt-shuksan,"Mount Shuksan",5.0,s,,48.8496,9127,,
-123.2352,6,mount-washington,"Mount Washington",3.0,,,47.5204,,,
-122.0384,3,mount-tahoma-ski-trails,"Mount Tahoma Ski Trails",5.0,,,46.7603,,,
-120.8028,8,navaho-peak,"Navaho Peak",4.4,mvspd,4223,47.3662,7223,,12.0
-121.9160,6,mowich-lake,"Mowich Lake Snowshoe",3.2,lve!,1400,46.9271,5000,,10.0
-122.2607,2,narbeck-wetland-sanctuary,"Narbeck Wetland Sanctuary",3.5,lak,0,47.9328,0,,2.0
-123.1773,5,ned-hill,"Ned Hill",1.8,mvs,850,47.9730,3450,,2.2
-121.6755,0,mount-ruth,"Mount Ruth",0.0,,,46.8977,,,
-121.5176,30,naches-peak-loop,"Naches Peak Loop",4.4,lfmvk,600,46.8674,5850,,3.2
-121.7009,14,mount-teneriffe-road-trail,"Mount Teneriffe",3.4,wmvd,3800,47.4860,4788,,13.8
-121.3062,6,nelson-ridge,"Nelson Ridge and Mount Aix",3.7,v,4200,46.8141,7766,,12.0
-122.8190,4,mountain-lake,"Mountain Lake",3.0,lmakd,50,48.6570,950,,3.9
-117.0833,0,mount-spokane-hay-ridge-loop,"Mount Spokane - Hay Ridge Loop",0.0,sak,,47.8851,,,7.0
-120.8276,4,napeequa-river,"Napeequa River",2.2,,,48.0254,,,
-122.1835,21,mount-saint-helens,"Mount St. Helens Summit - Monitor Ridge",4.1,fmvsp,4500,46.1461,8365,,10.0
-122.7548,2,newberry-hill-heritage-park,"Newberry Hill Heritage Park",4.5,rloakd!,250,47.6345,350,,13.0
-123.0261,16,mount-zion,"Mount Zion",3.2,,1300,47.9228,4274,,4.6
-121.4713,9,nannie-ridge,"Nannie Ridge-Sheep Lake",3.4,lvpe,1800,46.4231,5800,,9.0
-122.1030,3,nike-horse-trail,"Nike Horse Trail",4.3,kd,,47.5301,,,0.6
-123.0360,2,mount-townsend-snowshoe,"Mount Townsend Snowshoe",1.0,vs!,2500,47.8559,5500,,13.5
-123.0205,13,murhut-falls,"Murhut Falls",3.5,wok!,250,47.6764,1050,,1.6
-121.7009,10,mount-si-via-mount-teneriffe-road-trail,"Mount Si via Mount Teneriffe Road Trail",3.1,wv,2950,47.4861,3900,,9.0
-121.5058,5,muddy-fork-lava-bed,"Muddy Fork Lava Bed",3.0,rvsakd,500,46.3255,4900,,5.0
-120.6743,0,natapoc-mountain,"Natapoc Mountain",0.0,vs,2124,47.7486,4204,,10.0
-117.1245,2,mount-spokane-trail-100,"Mount Spokane State Park - Trail 100",3.0,ofmad,650,47.9044,4526,,7.0
-122.9137,16,mount-walker,"Mount Walker",3.0,mvsad,2000,47.7756,2804,,4.0
-117.0864,2,mount-spokane,"Mount Spokane State Park - Upper Trail 140",3.5,ofmvsakd,1341,47.8859,5867,,3.0
-121.2881,17,necklace-valley,"East Fork Foss - Necklace Valley",3.1,rlomve,3400,47.6659,5000,,18.0
-121.0781,11,mt.-mccausland,"Mount McCausland",4.6,lmvsd,1800,47.8020,5747,,7.0
-120.8027,20,navaho-pass,"Navaho Pass",3.8,mvaped,3000,47.3664,6000,,11.0
-121.5401,5,muddy-meadows,"Muddy Meadows/Foggy Flat",2.8,mvkd,1710,46.3084,,,11.6
-123.0946,1,mount-townsend-backdoor,"Mount Townsend - Silver Lakes Traverse",4.0,rlovse,3200,47.8576,6280,,14.0
-121.8636,5,mowich-river,"Mowich River",3.0,rloma,2400,46.9327,5000,,7.0
-117.2910,1,nimbus-knob,"Nimbus Knob",3.0,mvakd,400,47.6503,2350,,3.0
-121.7063,4,niederprum,"Neiderprum Trail",3.2,,2400,48.2615,3200,,2.6
-121.4736,1,nannie-peak,"Nannie Peak",4.0,ofmvd,1800,46.4228,5800,,12.0
-121.4234,7,mount-snoqualmie,"Snoqualmie Mountain",4.6,vs,3105,47.4453,6278,,3.8
-118.1829,3,mouth-of-the-tucannon,"Mouth of the Tucannon",2.3,ra,350,46.5522,1000,,4.0
-121.5163,4,naches-peak,"Naches Peak",4.5,vsp,1000,46.8754,6452,,
-121.6623,0,mt.-christoff-1171,"Mount Christoff ",0.0,,,47.1603,,,
-121.8560,0,mt-ararat,"Mount Ararat",0.0,romvs,4000,46.7362,6010,,12.5
-123.7884,13,mount-storm-king,"Mount Storm King",3.5,,1700,48.0578,2400,,3.8
-120.7923,6,nason-ridge,"Nason Ridge",3.3,spd,3800,47.7882,6200,,21.9
-121.7231,159,mount-si,"Mount Si",4.0,ovsad!,3150,47.4880,3900,http://wta.org/kml/mount-si.kmz,8.0
-122.0825,3,mt.-margaret,"Mount Margaret",4.3,mvspe,2820,46.3049,5780,,11.0
-120.6512,5,myrtle-lake,"Myrtle Lake",2.8,rlvae,650,48.0244,3765,,8.0
-121.6423,6,mystic-lake,"Mystic Lake",2.7,lmvape,1870,46.9139,6800,,18.0
-120.6673,5,negro-creek,"Etienne Creek",2.8,rd,1400,47.3899,6100,,4.0
-123.0359,35,mount-townsend,"Mount Townsend",4.1,wofmvsd,3010,47.8564,6260,http://wta.org/kml/mount-townsend.kmz,8.0
-121.6253,16,mount-si-old-trail,"Mount Si - Old Trail",4.6,wofmvsad,3420,47.4408,3980,,7.4
-121.6908,0,mt-defiance-starvation-ridge-loop-columbia-gorge,"Mount Defiance (Oregon)",0.0,,4890,45.6883,4960,,12.9
-118.6900,5,odessa-craters,"Odessa Craters",2.8,mak,0,47.4204,1700,,2.0
-122.2188,1,north-creek-park-boardwalk,"North Creek Park Boardwalk",3.0,akd,0,47.8355,,,2.0
-122.5509,0,north-kitsap-heritage-park,"North Kitsap Heritage Park",0.0,kd,,47.7800,,,
-121.5117,1,olallie-lake-via-pratt-lake-trail,"Olallie Lake via Pratt Lake Trail",5.0,laekd,,47.4219,,,6.0
-120.8114,0,oak-creek-road-bethel-ridge,"Oak Creek Road - Bethel Ridge",0.0,rofakd,800,46.7267,2500,,6.5
-120.9534,5,north-fork-taneum-river,"North Fork Taneum River",3.2,,,47.1156,,,
-123.9110,7,north-fork-sol-duc-river,"North Fork Sol Duc River",3.0,ek,1200,48.0108,2400,,12.4
-121.9333,6,northwest-timber-trail,"Northwest Timber Trail",2.3,wofmakd,150,47.4669,1500,,4.4
-122.2583,16,north-trail-saint-edward-state-park,"Saint Edward State Park",3.9,lfmakd,400,47.7329,400,,3.0
-120.5330,4,old-ellensburg,"Old Ellensburg",2.5,fm,500,47.3114,5700,,3.6
-124.6672,1,norwegian-memorial,"Norwegian Memorial",1.0,,,48.1548,,,
-120.3030,4,north-navarre-peak,"North Navarre Peak",4.5,fmvs,1550,48.1199,7963,,5.0
-121.6299,5,northern-loop,"Northern Loop",3.8,,,46.9030,,,
-120.5335,5,north-yakima-skyline,"Durr Road and North Yakima Skyline",2.0,rmap,1250,46.8421,,,9.0
-122.0888,4,no-name,"No Name",3.5,,,47.5379,,,0.4
-118.7439,4,odessa-lake-creek-trail,"Lake Creek ",3.2,le,340,47.4042,1840,,26.0
-121.8653,1,observation-rock,"Observation Rock",1.0,wmvsape,3435,46.9329,8364,,13.0
-123.4767,0,obstruction-point-road-snowshoe,"Obstruction Point Road Snowshoe",0.0,,,47.9738,,,
-120.8537,4,north-fork-teanaway-river,"North Fork Teanaway River",2.0,,,47.3308,,,
-121.3958,6,nordic-pass-hyak,"Nordic Pass - Hyak",3.7,rlv,660,47.3930,3516,,3.2
-120.5763,4,north-fork-entiat-river,"North Fork Entiat River",2.5,rlfmvaed,4000,48.0058,7150,,26.0
-119.0833,6,northrup-canyon,"Northrup Canyon",3.5,lma!,384,47.8657,2134,,3.0
-121.4829,6,norse-peak,"Norse Peak",3.7,mvsad,2900,46.9644,6856,,10.0
-120.5558,2,north-lake,"North Lake",5.0,lv,,48.4533,,,
-120.1050,3,north-twentymile-peak,"North Twentymile Peak",3.3,,4387,48.7029,7437,,13.0
-121.1274,4,north-ridge,"North Ridge",2.5,,,47.1741,,,
-122.9361,5,notch-pass,"Notch Pass",3.8,rfpk,1700,47.8200,2300,,7.6
-117.2987,0,north-fork-asotin-creek,"North Fork Asotin Creek to Pinkham Butte",0.0,omaed,1750,46.2615,3080,,20.0
-122.7129,23,nisqually-nwr,"Billy Frank Jr. Nisqually National Wildlife Area",3.9,crmak!,0,47.0688,,,5.0
-121.9373,1,nolte-state-park,"Nolte State Park",5.0,lakd,,47.2702,,,1.4
-124.6828,5,north-coast-beach-travelway,"North Coast Route",3.8,crloae,200,48.2588,200,,20.0
-124.6651,52,north-shi-shi-access,"Shi Shi Beach and Point of the Arches",4.4,crek,200,48.2937,200,,8.0
-121.3709,7,north-fork-sauk-falls,"North Fork Sauk Falls",3.9,rwokd,200,48.0985,1500,,0.4
-121.4440,5,old-government,"Old Government",2.4,,,48.0265,,,
-124.4085,4,oil-city,"Oil City",3.5,cr,,47.7493,,,
-121.6749,4,nooksack-cirque,"Nooksack Cirque",3.0,ovd,640,48.8899,2840,,9.0
-122.1030,3,old-man-trail,"Old Man's Trail",2.0,k,,47.5301,,,0.6
-121.2731,5,north-fork-skykomish-river,"North Fork Skykomish River",2.6,rsp,1000,47.9279,4000,,10.0
-122.0819,11,norway-pass,"Norway Pass",4.2,lmvp,860,46.3045,4500,,4.4
-121.2866,7,north-fork-sauk-river,"North Fork Sauk River",2.9,romv,1000,48.0584,2800,,11.0
-121.5693,5,ohanapecosh-hot-springs,"Ohanapecosh Hot Springs",4.2,rek,50,46.7330,1900,,1.0
-120.5526,3,north-tommy-ridge,"North Tommy Trail",2.3,,,47.9392,,,
-122.0476,4,old-griz,"Old Griz",3.0,vakd,,47.5054,,,
-117.2876,4,north-fork-sullivan,"North Fork Sullivan",3.5,fvspd,,48.8541,,,5.3
-122.0829,7,observation-peak,"Observation Peak",3.6,mvsd,500,45.8785,4207,,5.0
-122.0894,6,ogrady,"Green River Natural Area - O'Grady Trail",1.8,rfkd,,47.2764,,,6.5
-122.8264,7,obstruction-pass,"Obstruction Pass State Park",3.1,,305,48.6085,225,,1.9
-121.3582,5,north-fork-tieton-river,"North Fork Tieton-Tieton Pass",2.2,ma,2500,46.5768,5800,,11.7
-122.4893,1,north-lost-lake-trail,"North Lost Lake Trail",4.0,rwvkd,,48.7008,,,4.6
-121.6111,0,north-mountain-lookout,"North Mountain Lookout",0.0,,,48.3088,,,
-121.4657,22,noble-knob,"Noble Knob",3.9,mvkd,500,47.0136,6011,,5.0
-123.3295,6,north-fork-skokomish-river,"North Fork Skokomish River",3.5,rvpe,3568,47.5157,4688,,15.2
-122.0819,8,paradise-valley-conservation-area,"Paradise Valley Conservation Area",3.1,rfmakd,150,47.7898,450,,5.0
-120.7352,6,pacific-crest-trail-section-l-rainy-pass-to-manning-park,"Pacific Crest Trail (PCT) Section L - Rainy Pass to Manning Park",3.5,fvp,13649,48.5180,7100,,70.3
-121.5627,3,ollalie-creek-camp,"Ollalie Creek Camp",2.7,,1600,46.7562,3900,,5.6
-121.5323,37,otter-falls-taylor-river,"Otter Falls - Taylor River",4.0,rlwfkd,650,47.5609,1750,http://wta.org/kml/otter-falls-taylor-river.kmz,10.0
-121.0890,6,pacific-crest-trail-section-k-stevens-pass-east-to-rainy-pass,"Pacific Crest Trail (PCT) Section K - Stevens Pass - East to Rainy Pass",4.0,rmvsape,26351,47.7454,6600,,117.5
-121.0826,9,paddy-go-easy-pass,"Paddy-Go-Easy Pass",3.2,mv,2700,47.5329,6100,,7.0
-120.2441,6,patterson-mountain,"Patterson Mountain",3.5,fmvkd,1070,48.4621,3520,,4.0
-121.0919,6,peggys-pond,"Peggy's Pond",3.2,lmvpe,2300,47.5365,5600,,11.0
-121.4135,7,pacific-crest-trail-section-j-snoqualmie-pass-to-stevens-pass-east,"Pacific Crest Trail (PCT) Section J - Snoqualmie Pass to Stevens Pass - East",4.4,rlofmvape,16000,47.4278,,,74.7
-121.9325,4,pacific-crest-trail-section-h-bridge-of-gods-to-white-pass,"Pacific Crest Trail (PCT) Section H - Bridge of Gods to White Pass",3.8,rlwofmvsaped,27996,45.8026,7800,,147.5
-119.0876,4,old-wagon-road-trail,"Old Wagon Road Trail",2.8,ma!,550,47.8654,2300,,3.0
-121.4489,4,pass-lake,"Pass Lake",3.8,,300,48.1231,3900,,1.0
-121.8263,0,panther-creek-falls,"Panther Creek Falls",0.0,rwkd,100,45.8674,0,,0.5
-121.5588,18,old-sauk,"Old Sauk River Trail",2.7,rofakd,150,48.2154,800,,6.0
-121.8356,4,panther-creek-experimental-forest,"Panther Creek Experimental Forest",2.0,ovap,1200,45.8282,4000,,7.0
-121.6282,2,packwood-lake-snowshoe,"Packwood Lake Snowshoe",4.5,lva,500,46.6079,3200,,9.0
-121.2520,4,pear-loop,"Pear Loop",2.2,,,46.8893,,,
-121.0589,4,paris-creek,"Paris Creek",2.5,,,47.4132,,,
-121.5772,0,old-sauk-new-trail,"Old Sauk ADA Loop",0.0,rovkd!,200,48.2217,800,,1.0
-122.2942,3,pack-forest-hugo-peak,"Pack Forest - Hugo Peak",4.0,fmakd,880,46.8402,1790,,4.5
-123.6925,10,olympic-hot-springs,"Olympic Hot Springs",3.6,,,47.9775,,,
-121.8122,45,park-butte,"Park Butte",4.4,rlwfmvsaed,2200,48.7067,5450,,7.5
-122.7043,0,paradise-point-state-park,"Paradise Point State Park",0.0,rokd,,45.8653,,,1.0
-122.4731,7,padilla-bay,"Padilla Bay",2.6,cakd,30,48.4803,30,,4.4
-122.6745,1,otto-preserve,"Otto Preserve",2.0,,130,48.6981,250,,1.2
-121.0978,4,park-creek-pass,"Thunder Creek - Park Creek ",2.8,rwomvape,9800,48.6925,6100,,55.2
-121.5968,9,owyhigh-lakes,"Owyhigh Lakes",3.0,lomvak,1650,46.8905,5400,,8.0
-120.9732,3,panther-creek-1,"Fourth of July Pass via Panther Creek",2.3,rve,2000,48.7060,3500,,11.5
-121.5878,15,palisades-lakes,"Palisades Lakes",3.5,lmvak,1800,46.9175,6150,,7.0
-121.7284,5,panorama-point-snowshoe,"Panorama Point Snowshoe",3.2,v!,1900,46.7829,7070,,5.0
-122.4334,90,oyster-dome,"Oyster Dome",4.0,cvsad!,1900,48.6086,2025,http://wta.org/kml/oyster-dome.kmz,5.0
-121.8558,18,old-robe-canyon,"Old Robe Canyon",3.5,rkd,350,48.1101,1050,,2.4
-120.6423,0,old-pass-hill,"Old Pass Hill",0.0,vs,,47.3317,4885,,
-121.7354,7,paradise,Paradise,2.7,lwmvak,,46.7862,10080,,25.0
-121.0711,4,pear-lake,"Pear Lake",3.2,lmed,2600,47.8681,5200,,12.0
-121.4906,6,peek-a-boo-lake,"Peek-a-boo Lake",3.0,lomvekd,1500,48.1577,4350,,5.0
-122.0685,2,oneonta-gorge,"Oneonta Gorge",4.0,wod,375,45.5908,385,,2.7
-121.4267,6,pacific-crest-trail-section-i-white-pass-to-snoqualmie-pass,"Pacific Crest Trail (PCT) Section I - White Pass to Snoqualmie Pass",3.2,rlofmvsape,17771,46.6315,6530,,99.0
-120.3362,4,oval-peak,"Oval Peak",4.0,,,48.3115,8795,,
-122.0270,4,one-view-trail,"One-View Trail",3.5,,,47.5230,,,1.4
-120.6643,2,pct-harts-pass-to-holman-pass,"PCT - Harts Pass to Holman Pass",4.0,fvpe,,48.7277,6900,,28.8
-121.9033,2,paul-peak-snowshoe,"Paul Peak Snowshoe",3.5,le!,1800,46.9362,4800,,5.6
-121.9768,1,paw-print-connector,"Paw Print Connector",5.0,okd,100,47.4430,2200,,1.1
-121.8381,0,old-mine-trail,"Old Mine Trail",0.0,,,46.9832,,,
-121.9068,7,paul-peak,"Paul Peak",3.1,osa,1050,46.9350,4200,,5.6
-122.3563,2,pacific-northwest-trail,"Pacific Northwest Trail",3.5,crlwofmvsape,,48.6451,7580,,1200.0
-121.5731,6,palisades,Palisades,4.7,rwomvd,2680,47.0580,5300,,15.9
-120.4071,5,oval-lakes,"Oval Lakes",3.8,,,48.3526,,,
-121.5060,7,old-snowy-mountain-elk-pass,"Old Snowy Mountain - Elk Pass",3.7,wfmvsaped,3100,46.4577,7800,,17.0
-121.8123,4,paradise-river,"Paradise River",3.5,,,46.7501,,,
-117.7468,4,oregon-butte,"Oregon Butte",3.5,mvsape,987,46.1127,6387,,6.0
-118.2281,18,palouse-falls,"Palouse Falls",3.5,rwmaekd!,0,46.6636,803,http://wta.org/kml/palouse-falls.kmz,1.0
-122.7456,6,penrose-point-state-park,"Penrose Point State Park",3.8,ovd,140,47.2583,140,,2.0
-122.0551,4,perimeter-loop-trail,"Perimeter Loop Trail",3.5,vakd,,47.5000,,,
-121.4967,13,perry-creek,"Perry Creek",4.1,wofmvspe,3400,48.0705,5250,http://wta.org/kml/perry-creek.kmz,10.5
-121.6271,21,packwood-lake,"Packwood Lake",3.8,rlvek,600,46.6084,3200,,10.0
-123.4255,6,pj-lake,"PJ Lake",2.5,lma,1000,47.9458,5050,,1.8
-120.5722,5,pugh-ridge,"Pugh Ridge",3.2,mvap,2833,48.0113,6783,,12.4
-120.8349,6,phelps-creek,"Phelps Creek",3.5,rmvpekd,3500,48.0830,5500,,7.2
-121.9479,6,puyallup,Puyallup,2.2,,,46.7746,,,
-120.6112,0,pipe-creek-loop,"Pipe Creek Loop Snowshoe",0.0,,,47.3311,,,
-121.6779,5,picture-lake,"Picture Lake",2.8,lfmvkd,,48.8666,4200,,0.5
-122.8223,0,point-colville,"Point Colville",0.0,cmvkd,,48.4327,,,
-121.5060,6,potato-hill,"Potato Hill",2.8,mvsk,550,46.3254,5387,,3.0
-121.4886,2,pratt-balcony,"Pratt Balcony",3.5,,,47.3982,,,
-122.0219,29,poo-poo-point-chirico-trail,"Poo Poo Point - Chirico Trail",4.0,fvskd,1760,47.5000,1850,http://wta.org/kml/poo-poo-point-chirico-trail.kmz,3.8
-121.3809,5,poodle-dog-pass,"Poodle Dog Pass",2.2,l,,47.9835,4800,,
-121.8327,5,purcell-lookout,"Purcell Lookout",3.0,vs,2600,46.5814,5442,,8.2
-122.0963,0,protector-trail,"Protector Trail",0.0,,,47.5410,,,0.8
-122.0804,4,precipice-trail,"Precipice Top Trail",3.2,vak,,47.5429,,,0.2
-121.0991,9,polallie-ridge,"Polallie Ridge",3.0,mva,3000,47.4044,5300,,8.0
-121.6991,2,pinnacle-saddle-snowshoe,"Pinnacle Saddle Snowshoe",3.5,v,1400,46.7666,6100,,6.0
-118.9816,4,pipsissewa,"Pipsissewa Trail",2.8,fa,860,48.7329,4420,,4.2
-120.2790,5,pot-peak,"Pot Peak",1.6,,,47.9819,,,
-122.0541,5,phils-trail-thrush-gap-loop,"Phils Trail - Thrush Gap Loop",2.4,ovsd,1606,47.4818,2037,,7.0
-122.5168,8,point-defiance-park,"Point Defiance Park",4.4,cofmvakd,200,47.3050,300,,5.0
-122.4529,9,pine-and-cedar-lakes,"Pine and Cedar Lakes",3.6,lvkd,1400,48.6907,1600,,5.0
-120.6793,0,purple-pass,"Purple Pass",0.0,lmvsap,5700,48.3261,6884,,15.0
-122.3654,0,port-susan-bay-preserve,"Port Susan Bay Preserve",0.0,crak,0,48.2083,,,2.0
-122.0422,4,phils-creek,"Phil's Creek",3.2,vakd,,47.5028,,,
-121.7360,8,pinnacle-lake,"Pinnacle Lake",3.0,lmvd,1200,48.0587,3800,,3.8
-121.7297,11,pinnacle-peak,"Pinnacle Peak",2.7,s,,46.7686,,,
-122.0299,62,poo-poo-point,"Poo Poo Point ",3.7,mvad!,1858,47.5195,2021,,7.2
-121.8106,4,pyramid-creek-camp,"Pyramid Creek Camp",4.0,rop,1060,46.7497,3880,,6.6
-121.1855,17,pete-lake,"Pete Lake",3.4,rlomvaekd,400,47.4350,3200,,9.0
-121.6927,19,ptarmigan-ridge,"Ptarmigan Ridge",4.3,mvpd,1350,48.8463,6100,,9.0
-121.4860,14,pratt-lake,"Pratt Lake Basin",3.7,lwomvped,2300,47.3979,4100,,11.0
-120.6565,3,purple-creek,"Purple Creek",2.7,,,48.3093,,,
-122.4628,0,putney-woods,"Putney Woods, Saratoga Woods and Metcalf Trail System",0.0,fmakd,,48.0427,,,
-121.7832,3,pompey-peak,"Pompey Peak",4.3,vsd,2000,46.4998,5180,,14.0
-121.2588,5,pilot-ridge,"Pilot Ridge",2.8,,,48.0448,,,
-123.4444,4,pine-lake,"Pine Lake",1.8,,,47.4366,,,
-122.2229,0,pioneer-park-mercer-island,"Pioneer Park",0.0,,,47.5404,,,
-122.0554,6,pretzel-tree-trail,"Pretzel Tree Trail",3.3,oakd,0,47.4808,350,,0.3
-122.0231,4,puget-power,"Puget Power",2.8,lkd,,47.5298,,,2.4
-120.5202,4,peshastin-pinnacles,"Peshastin Pinnacles",2.8,md,400,47.5400,1450,,1.5
-120.2055,0,ptarmigan-ridge-abandoned-trail,"Ptarmigan Ridge ",0.0,vpd,,48.7507,,,6.0
-121.4775,2,pratt-mountain,"Pratt Mountain",5.0,s,,47.3958,,,
-121.3273,6,pleasant-valley-loop,"Pleasant Valley Loop",3.5,,,46.9437,,,
-119.3486,4,potholes-wildlife-area,"Potholes Wildlife Area",3.0,lmak,0,46.9709,1050,,4.0
-121.7314,14,pinnacle-saddle,"Pinnacle Saddle",4.2,mvap,1000,46.7683,5920,,2.5
-120.0612,1,pipestone-canyon-rim-trail,"Pipestone Canyon Rim Trail",4.0,ma,1700,48.4297,,,9.0
-120.4270,4,pyramid-mountain,"Pyramid Mountain",3.0,,,48.1814,,,
-121.7340,5,plummer-peak,"Plummer Peak",3.8,s,,46.7629,,,
